sentence,difficulty
"In other words, can we be satisfied with the feeling of our freedom to deduce its certain existence",C2
Morin: “Our fragmented mode of knowledge predicts global ignorance.,B2
"As with other sciences, the approach of teachers interested in the educational resources and training of La Main à la pâte is a voluntary approach.",C2
They hide part of their pain,B2
"No more Italian pasta, big white beans, boiled potatoes with butter and good fresh bread.",B2
"He likes to read a lot, especially in the evening before going to sleep.",B1
"And you, how are you?",A2
"It's an immaterial slap, a hint of cruelty, a small sexual point, a male indifference.",C2
A boulder is a large mass of hard stone that is rooted in the earth.,B1
"I don't eat meat, I'm vegetarian.",A1
The toad's slime does not reach the white dove,C2
"As is often the case, when a technique is emerging, its finalization occurs in several places almost simultaneously.",C2
I am a teacher.,A1
You don't always have to go and ask the company for them.,A2
It's because he didn't like the canteen food.,A1
The journalist asked him questions to which he answered without hesitation.,B2
The countess' mobile soul enthusiastically embraced the idea of ​​this new way of life; It had been twenty years since she had lived in this venerable castle rising majestically among the old chestnut trees planted in the time of the Sforce.,C1
"Those who, even adults, learn Breton or teach it to their children are worthy of admiration",C2
"On July 8, I cut out water and milk.",A2
Sixty environmental defense and social solidarity associations have warned against a possible exclusion of the obligation for energy renovation of housing in the future climate law.,C2
"The wounds which bleed in the side of Christ, the contradictions essential to reason, it seems that Hegel sometimes sees them as one and the same wound.",C2
"The latter, for example, favor patriotic purchases for their low carbon footprint.",B2
Added to this is the highly destabilizing effect of speculation on raw materials.,C1
"Lucien Neuwirth, pioneer of contraception, died on the night of Monday to Tuesday at the age of 89, following a pulmonary infection, at the Rossini-Sainte-Périne hospital in Pans",C1
"There is nothing impossible there, estimates a deputy, 75% of home-work trips today are less than 5 km and 70% of these trips are made today by car.",B2
I work in a hospital.,A1
They then prefer to stay at home and take advantage of the free time to visit their families or walk around town.,B1
"Finally, she took care of the new intern and explained to him how the company works as well as the internal regulations.",B1
"I will therefore propose some ideas for resolving these problems, in particular by advocating the use of connected objects and applications running locally, and by suggesting the use of consent tables in order to simply define what exactly the user is consenting to.",C2
"And above all, try to limit the pairs of shoes",B2
"Once docked, when the boats dump their myriads of sparkling fish on shore, the women who pile them up in baskets seem to be shuffling barbaric spoils.",C1
