sentence,difficulty
L'anecdote est révélatrice.,B2
"C’est l’année où des centaines de milliers de baby-boomers, nés lors du pic de natalité de 1946, prendront leur retraite.",B2
"Pour y accéder, descendez à la station Musée du Louvre, tournez à droite et continuez tout droit.",A1
L'originalité du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène des glucides formés.,C1
"De plus, 42 % des adolescents déclarent qu’ils seraient « dévastés » s’ils devaient quitter la maison pendant plusieurs jours sans leur téléphone.",B2
"Et vous, êtes-vous toujours cuisinier ?",A1
"En les mélangeant, d’autres couleurs peuvent se former. Le vert, par exemple, est la couleur de l’herbe et des feuilles des arbres.",B1
"Enfin, selon le Haut Conseil de la santé publique, les « lieux diffusant de la musique amplifiée » ne doivent pas dépasser le niveau moyen de 105 dB pendant quinze minutes, ce qui est rarement respecté.",B2
"Les dettes enregistrées au niveau individuel sont attribuées conjointement à tous les membres du ménage, les résultats diffusés indiquant ainsi les pourcentages de la population vivant dans un ménage avec le(s) type(s) de dette(s) considéré(s).",C1
Elle a un physique peu attrayant.,B1
Le grand Meaulnes jeta son chapeau par terre et je vis qu'il était complètement rasé comme un paysan.,B2
"En 1985, l'économiste japonais Ohmae Kenichi a inventé la formule commode de « triade » pour décrire la nouvelle polarisation du monde.",C1
L'étude de l'influence des chaînes courtes ramifiées sur le métabolisme des xénobiotiques est développée en deux parties.,C2
La manière dont le Monde s’est construit à partir des grandes découvertes est donc en grande partie responsable de sa géographie contemporaine.,C2
"« Je les ai subis, et j'ai fait les subir à mes enfants, jusqu'à oser m'en libérer, résume cet inventeur de produits plus ludiques.",C2
"Il est devenu courant de déplorer que la France ait acquis la position de championne européenne des prélèvements obligatoires, expression qui regroupe les impôts de l'État, les impôts locaux, les impôts et cotisations sociales : la part du produit intérieur brut (PIB) que les autorités prélèvent sur la richesse nationale a atteint 48,4%, alors que la moyenne européenne est de 40,2%.",C2
Aucun filet ne pourra empêcher les algues de l’Atlantique de naviguer et de puiser leur saveur dans les eaux qu’elles traversent.,B2
"Une fois leur projet terminé, ils parlent de liberté, d'harmonie, de renaissance.",C1
"C'est vrai que Pierre a moins de livres que ses amis, mais les siens sont meilleurs.",A2
Vous êtes une des amies de Zoé.,A1
"Chacun de nous a donc simplement une illusion du monde, une illusion poétique, sentimentale, joyeuse, mélancolique, sale ou sombre selon notre nature.",C1
"Ils déjeunèrent face à face, se regardant et souriant sans cesse, occupés uniquement d'eux-mêmes, complètement enveloppés par le doux charme d'une tendresse qui commence.",C1
Travaille-t-elle également dans le domaine informatique ?,A1
"Des mesures peuvent être envisagées, même si des doutes subsistent quant au lien de causalité.",C2
"On peut montrer le nouveau père comme un exemple pour d'autres pères moins impliqués, mais sans en faire ni un objet de curiosité ni un héros absolu à qui il faudrait ériger une statue.",B2
Les normes européennes sont absurdes et nous étouffent.,B2
M. Cruchon vient de répondre à notre question.,A2
Il est possible de faire du vélo dans un parc autour d'une citadelle fortifiée.,A2
Elle n'a pas travaillé ici depuis deux semaines.,A2
Ne recherchons donc pas l’assurance et la fermeté.,B2
Les jeunes sont moins soumis aux impératifs moraux qu’à ceux de la réussite.,B2
Jean a une petite amie.,A1
"Les sénateurs élus à la majorité qui acceptent des fonctions gouvernementales sont remplacés, jusqu'à l'expiration d'un délai d'un mois après la cessation de ces fonctions, par les personnes élues en même temps qu'eux à cet effet.",C1
"L'étymologie latine du mot œuvre, « tripalium », signifie « instrument de torture ».",C2
"Au-delà de l'inconvénient esthétique, ces déchets menacent la moitié des oiseaux marins et au moins 200 espèces de poissons, crustacés et mammifères vivant dans les océans car ils confondent ces déchets avec de la nourriture.",B2
"Ils ont promis de me montrer tout Londres : nous visiterons les musées, les monuments et les parcs",A1
"Pour Catherine Down, c'est un soulagement de ne pas avoir à vivre seule cette épreuve, même si l'idée de partager son petit studio l'a d'abord affligée.",B1
"Sachez ici que la jument est passionnée lorsque l'étalon la pénètre, passionnée et, pourtant, on n'ignore pas que le pénis de l'étalon est digne d'estime lorsqu'il sort de son fourreau.",C2
Les enfants ne voulaient pas faire leurs devoirs après l'école.,A2
(A noter que l’apprentissage de la grammaire française poursuit les mêmes objectifs.) Il est parfaitement connu que la seule méthode viable pour apprendre une langue étrangère est l’immersion.,C2
Merci de voyager avec France Air.,A1
"Une association pour la promotion et le développement de l'apprentissage en ligne constate que si la calculatrice a supplanté le calcul mental, y compris pour les opérations de base, et que l'utilisation d'un ordinateur connecté à Internet pourrait facilement remplacer une partie de notre mémoire, les opérations de base ont été mémorisées. au préalable et c'est grâce à cette assimilation des connaissances de base que l'apprenant peut utiliser la calculatrice.",B2
Ils ont créé une nouvelle société moderne sur les ruines de l’ancienne civilisation.,C1
« Je ne vous laisserai sortir qu’à la condition que vous juriez solennellement que vous ne révélerez à personne où vous avez dormi ni comment vous êtes entré dans la grotte aux serpents ! dit le roi.,B1
Le bord du lac est vraiment magnifique et je fais beaucoup de sport.,A2
Il joue de la guitare dans un bar.,A1
A l'intérieur de ma maison il y a un grand salon avec une table et quatre chaises pour accueillir mes amis.,A2
"Une belle robe moulante, elle veut mettre en valeur ses formes",C1
Il nous a dit qu'il avait terminé son film hier et qu'il allait en sortir un nouveau dans deux semaines.,B1
"Même si la Révolution française était déjà en marche, la prise symbolique de la forteresse de Juillet, qui ne comptait alors que 7 prisonniers, reste l'événement marquant de la révolte.",B2
"Depuis des semaines, la Maison Blanche courtise une poignée de sénateurs républicains et démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer, ou de sauver, ses grands projets.",B2
"Petit, rebondi et hautain et timide, il avait un ventre légèrement saillant dont le surplomb offrait une pente ascendante qui mettait en valeur les boutons de son gilet et de son pantalon, marquant l'exact milieu de son corps de cette ligne obstétricale qu'on voit sur les fruits. : l'arc qui est le prix inévitable des lourdes tournées de Bourgogne, de schlagsahne et de bière.",C2
"Certes, l'individu, actif et volontaire, est le seul initiateur de sa reconversion.",C1
Tu veux que je regarde avec toi ?,A2
"Chaque mardi, il va à l'entraînement de football.",A1
Les vacances approchent et j'aimerais tellement vous voir !,A2
"La vieille femme hochait la tête, sous son grand cornet à l'ancienne, dont les ailes recourbées l'enveloppaient presque entièrement dans leurs mousselines blanches amidonnées.",C2
Encore une fois.,A1
"Pour aller dans ma chambre, je dois monter un escalier",A2
"Dans cette situation, tout en recherchant d’autres facteurs possibles de maladie, une évaluation du taux de ferritine ainsi que d’autres tests peuvent s’avérer judicieux.",C1
"Le gouverneur de la colonie, William Bradford, décide alors de proclamer une journée d'action de grâce pour remercier Dieu de leur avoir donné une terre finalement si accueillante avec des indigènes si serviables.",B2
Une centaine de caméras automatiques installées sur le sol français surveillent en permanence la rentrée des météorites dans l'atmosphère.,C1
"Le lendemain, l'assistante m'a appelé pour savoir si j'étais disponible lundi.",B1
"Dans les années 1990, Valéry Giscard d'Estaing s'est engagé pour l'Europe, mais en 2005, son projet de Constitution européenne est rejeté par référendum en France. Le « non » largement remporté",C1
Comment j'ai survécu à un pervers narcissique,B2
Elle recherche un emploi de réceptionniste dans un hôtel,A1
"Si la multiplicité des cultures est une condition nécessaire à la réussite du développement humain, alors la préservation de la diversité linguistique est essentielle, puisque les langues écrites et orales constituent le premier mode de transmission des cultures.",C1
"Après, je vais dans la cuisine et je bois mon café",A1
"Je ne vais pas les accompagner, puisqu'ils sont déjà partis !",A2
"La grande majorité des déchets professionnels sont mélangés à des gravats ou des emballages, et enfouis dans le sol car ils ne sont pas isolés pour être traités, précise-t-il.",B2
Il y a même des restaurants,A2
Serveur : Y a-t-il un problème avec votre table ?,A2
"Une exception, dans un paysage audiovisuel où les règles sont nombreuses.",B1
"Les exigences incessantes auxquelles nous sommes confrontés nous obligent à faire preuve d’une discipline de fer. Pour éviter de se laisser déborder, il devient nécessaire d’établir des règles et des limites.",C2
Son retour fut moins prompt que ne l'espérait le comte de P***.,C2
Le raisonnement mathématique est plus proche de la logique masculine.,B2
Mais le chien n’est pas le seul à apprendre !,B1
Crise de l'âge adulte ou choix rationnel ?,C1
Le chien a besoin de rencontrer d'autres animaux.,B1
Il paraît qu'on y mange bien : l'une des spécialités de l'île est le fromage de chèvre.,A2
Mon mari est éditeur.,A1
"Descendant de cheval, il longea les noisetiers et les cynorhodons, suivi des deux chevaux que le garçon d'écurie tenait par les rênes, traversa les interstices du silence, torse nu sous le soleil de midi, alla sourire, étrange et princier, sûr de la victoire.",C2
"L'habileté de son plan ne consistera donc pas dans l'émotion ou le charme, dans un début attachant ou dans une catastrophe émouvante, mais dans le regroupement savant de petits faits constants d'où émergera le sens définitif de l'œuvre. .",C1
"La population mondiale, malgré un net ralentissement, est en augmentation et pourrait atteindre 9,3 milliards de personnes en 2050, pour culminer autour de 10,5 à 11 milliards à la fin du XXIe siècle.",C1
"Je suis allé me ​​cacher dans un coin du salon, derrière un groupe d'hommes qui discutaient.",C2
